scanner,original,processed,noise
official_scans,raw\official_scans\Official_01\Canon220\300\s3_42.tif,processed/images/official_scans__s3_42.png,processed/noise_maps/official_scans__s3_42_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_43.tif,processed/images/official_scans__s3_43.png,processed/noise_maps/official_scans__s3_43_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_44.tif,processed/images/official_scans__s3_44.png,processed/noise_maps/official_scans__s3_44_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_45.tif,processed/images/official_scans__s3_45.png,processed/noise_maps/official_scans__s3_45_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_46.tif,processed/images/official_scans__s3_46.png,processed/noise_maps/official_scans__s3_46_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_47.tif,processed/images/official_scans__s3_47.png,processed/noise_maps/official_scans__s3_47_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_48.tif,processed/images/official_scans__s3_48.png,processed/noise_maps/official_scans__s3_48_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_49.tif,processed/images/official_scans__s3_49.png,processed/noise_maps/official_scans__s3_49_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_5.tif,processed/images/official_scans__s3_5.png,processed/noise_maps/official_scans__s3_5_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_50.tif,processed/images/official_scans__s3_50.png,processed/noise_maps/official_scans__s3_50_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_51.tif,processed/images/official_scans__s3_51.png,processed/noise_maps/official_scans__s3_51_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_52.tif,processed/images/official_scans__s3_52.png,processed/noise_maps/official_scans__s3_52_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_53.tif,processed/images/official_scans__s3_53.png,processed/noise_maps/official_scans__s3_53_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_54.tif,processed/images/official_scans__s3_54.png,processed/noise_maps/official_scans__s3_54_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_55.tif,processed/images/official_scans__s3_55.png,processed/noise_maps/official_scans__s3_55_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_56.tif,processed/images/official_scans__s3_56.png,processed/noise_maps/official_scans__s3_56_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_57.tif,processed/images/official_scans__s3_57.png,processed/noise_maps/official_scans__s3_57_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_58.tif,processed/images/official_scans__s3_58.png,processed/noise_maps/official_scans__s3_58_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_59.tif,processed/images/official_scans__s3_59.png,processed/noise_maps/official_scans__s3_59_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_6.tif,processed/images/official_scans__s3_6.png,processed/noise_maps/official_scans__s3_6_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_60.tif,processed/images/official_scans__s3_60.png,processed/noise_maps/official_scans__s3_60_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_61.tif,processed/images/official_scans__s3_61.png,processed/noise_maps/official_scans__s3_61_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_62.tif,processed/images/official_scans__s3_62.png,processed/noise_maps/official_scans__s3_62_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_63.tif,processed/images/official_scans__s3_63.png,processed/noise_maps/official_scans__s3_63_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_64.tif,processed/images/official_scans__s3_64.png,processed/noise_maps/official_scans__s3_64_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_65.tif,processed/images/official_scans__s3_65.png,processed/noise_maps/official_scans__s3_65_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_66.tif,processed/images/official_scans__s3_66.png,processed/noise_maps/official_scans__s3_66_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_67.tif,processed/images/official_scans__s3_67.png,processed/noise_maps/official_scans__s3_67_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_68.tif,processed/images/official_scans__s3_68.png,processed/noise_maps/official_scans__s3_68_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_69.tif,processed/images/official_scans__s3_69.png,processed/noise_maps/official_scans__s3_69_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_7.tif,processed/images/official_scans__s3_7.png,processed/noise_maps/official_scans__s3_7_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_70.tif,processed/images/official_scans__s3_70.png,processed/noise_maps/official_scans__s3_70_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_71.tif,processed/images/official_scans__s3_71.png,processed/noise_maps/official_scans__s3_71_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_72.tif,processed/images/official_scans__s3_72.png,processed/noise_maps/official_scans__s3_72_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_73.tif,processed/images/official_scans__s3_73.png,processed/noise_maps/official_scans__s3_73_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_74.tif,processed/images/official_scans__s3_74.png,processed/noise_maps/official_scans__s3_74_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_75.tif,processed/images/official_scans__s3_75.png,processed/noise_maps/official_scans__s3_75_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_76.tif,processed/images/official_scans__s3_76.png,processed/noise_maps/official_scans__s3_76_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_77.tif,processed/images/official_scans__s3_77.png,processed/noise_maps/official_scans__s3_77_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_78.tif,processed/images/official_scans__s3_78.png,processed/noise_maps/official_scans__s3_78_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_79.tif,processed/images/official_scans__s3_79.png,processed/noise_maps/official_scans__s3_79_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_8.tif,processed/images/official_scans__s3_8.png,processed/noise_maps/official_scans__s3_8_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_80.tif,processed/images/official_scans__s3_80.png,processed/noise_maps/official_scans__s3_80_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_81.tif,processed/images/official_scans__s3_81.png,processed/noise_maps/official_scans__s3_81_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_82.tif,processed/images/official_scans__s3_82.png,processed/noise_maps/official_scans__s3_82_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_83.tif,processed/images/official_scans__s3_83.png,processed/noise_maps/official_scans__s3_83_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_84.tif,processed/images/official_scans__s3_84.png,processed/noise_maps/official_scans__s3_84_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_85.tif,processed/images/official_scans__s3_85.png,processed/noise_maps/official_scans__s3_85_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_86.tif,processed/images/official_scans__s3_86.png,processed/noise_maps/official_scans__s3_86_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_87.tif,processed/images/official_scans__s3_87.png,processed/noise_maps/official_scans__s3_87_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_88.tif,processed/images/official_scans__s3_88.png,processed/noise_maps/official_scans__s3_88_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_89.tif,processed/images/official_scans__s3_89.png,processed/noise_maps/official_scans__s3_89_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_9.tif,processed/images/official_scans__s3_9.png,processed/noise_maps/official_scans__s3_9_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_90.tif,processed/images/official_scans__s3_90.png,processed/noise_maps/official_scans__s3_90_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_91.tif,processed/images/official_scans__s3_91.png,processed/noise_maps/official_scans__s3_91_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_92.tif,processed/images/official_scans__s3_92.png,processed/noise_maps/official_scans__s3_92_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_93.tif,processed/images/official_scans__s3_93.png,processed/noise_maps/official_scans__s3_93_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_94.tif,processed/images/official_scans__s3_94.png,processed/noise_maps/official_scans__s3_94_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_95.tif,processed/images/official_scans__s3_95.png,processed/noise_maps/official_scans__s3_95_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_96.tif,processed/images/official_scans__s3_96.png,processed/noise_maps/official_scans__s3_96_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_97.tif,processed/images/official_scans__s3_97.png,processed/noise_maps/official_scans__s3_97_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_98.tif,processed/images/official_scans__s3_98.png,processed/noise_maps/official_scans__s3_98_noise.png
official_scans,raw\official_scans\Official_01\Canon220\300\s3_99.tif,processed/images/official_scans__s3_99.png,processed/noise_maps/official_scans__s3_99_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_10.tif,processed/images/official_scans__s4_10.png,processed/noise_maps/official_scans__s4_10_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_100.tif,processed/images/official_scans__s4_100.png,processed/noise_maps/official_scans__s4_100_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_13.tif,processed/images/official_scans__s4_13.png,processed/noise_maps/official_scans__s4_13_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_15.tif,processed/images/official_scans__s4_15.png,processed/noise_maps/official_scans__s4_15_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_21.tif,processed/images/official_scans__s4_21.png,processed/noise_maps/official_scans__s4_21_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_29.tif,processed/images/official_scans__s4_29.png,processed/noise_maps/official_scans__s4_29_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_33.tif,processed/images/official_scans__s4_33.png,processed/noise_maps/official_scans__s4_33_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_35.tif,processed/images/official_scans__s4_35.png,processed/noise_maps/official_scans__s4_35_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_36.tif,processed/images/official_scans__s4_36.png,processed/noise_maps/official_scans__s4_36_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_37.tif,processed/images/official_scans__s4_37.png,processed/noise_maps/official_scans__s4_37_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_38.tif,processed/images/official_scans__s4_38.png,processed/noise_maps/official_scans__s4_38_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_4.tif,processed/images/official_scans__s4_4.png,processed/noise_maps/official_scans__s4_4_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_44.tif,processed/images/official_scans__s4_44.png,processed/noise_maps/official_scans__s4_44_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_45.tif,processed/images/official_scans__s4_45.png,processed/noise_maps/official_scans__s4_45_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_5.tif,processed/images/official_scans__s4_5.png,processed/noise_maps/official_scans__s4_5_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_50.tif,processed/images/official_scans__s4_50.png,processed/noise_maps/official_scans__s4_50_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_51.tif,processed/images/official_scans__s4_51.png,processed/noise_maps/official_scans__s4_51_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_52.tif,processed/images/official_scans__s4_52.png,processed/noise_maps/official_scans__s4_52_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_65.tif,processed/images/official_scans__s4_65.png,processed/noise_maps/official_scans__s4_65_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_68.tif,processed/images/official_scans__s4_68.png,processed/noise_maps/official_scans__s4_68_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_72.tif,processed/images/official_scans__s4_72.png,processed/noise_maps/official_scans__s4_72_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_77.tif,processed/images/official_scans__s4_77.png,processed/noise_maps/official_scans__s4_77_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_81.tif,processed/images/official_scans__s4_81.png,processed/noise_maps/official_scans__s4_81_noise.png
official_scans,raw\official_scans\Official_01\Canon9000-1\150\s4_85.tif,processed/images/official_scans__s4_85.png,processed/noise_maps/official_scans__s4_85_noise.png
